tool_id,metric_id,scale_reporting,tool_name,dimeinsions,themes,metric,state_of_system,change_or_comparison,practice_or_performance
99,29,Field/plot; Farm/household,"Speiser et al., 2041",Social,Animal welfare,Consumer acceptance of GM foods,,,
99,30,Field/plot; Farm/household,"Speiser et al., 2042",Social,Animal welfare,Animal welfare,,,
98,1,farm/household,"Pham et al., 2013",Environmental,Demographic and natural drivers,Farm size ,,,
98,2,farm/household,"Pham et al., 2014",Social,Demographic and natural drivers,Family size ,,,
98,3,farm/household,"Pham et al., 2015",Social,Demographic and natural drivers,Labour force ,,,
98,4,farm/household,"Pham et al., 2016",Social,Demographic and natural drivers,Education level ,,,
98,5,farm/household,"Pham et al., 2017",Social,Demographic and natural drivers,Household location ,,,
98,6,farm/household,"Pham et al., 2018",Social,Demographic and natural drivers,Ethnic minority Rainfall,,,
98,7,farm/household,"Pham et al., 2019",Economic,Socio-economic drivers,Income per capita,,,
98,8,farm/household,"Pham et al., 2020",Social,Socio-economic drivers,Land tenure,,,
98,9,farm/household,"Pham et al., 2021",Social,Socio-economic drivers,Infrastructure ,,,
98,10,farm/household,"Pham et al., 2022",Economic,Socio-economic drivers,Market access ,,,
98,11,farm/household,"Pham et al., 2023",Social,Socio-economic drivers,Technology availability ,,,
98,12,farm/household,"Pham et al., 2024",Social,Socio-economic drivers,Poverty level ,,,
98,13,farm/household,"Pham et al., 2025",Environmental,Socio-economic drivers,Farm management practices ,,,
98,14,farm/household,"Pham et al., 2026",Economic,Socio-economic drivers,Off-farm income ,,,
98,15,farm/household,"Pham et al., 2027",Economic,Socio-economic drivers,Household savings ,,,
98,16,farm/household,"Pham et al., 2028",Economic,Socio-economic drivers,Income diversification,,,
98,17,farm/household,"Pham et al., 2029",Institutional,Political and institutional drivers,Capacities of commune management,,,
98,18,farm/household,"Pham et al., 2030",Institutional,Political and institutional drivers,Investments/ policies in agriculture,,,
98,19,farm/household,"Pham et al., 2031",Institutional,Political and institutional drivers,Capacity building activities/Training,,,
98,20,farm/household,"Pham et al., 2032",Environmental,Environmental indicator,Change of soil fertility,,,
98,21,farm/household,"Pham et al., 2033",Social,Environmental indicator,Pest and disease occurrence ,,,
98,22,farm/household,"Pham et al., 2034",Environmental,Environmental indicator,Water availability ,,,
98,23,farm/household,"Pham et al., 2035",Environmental,Environmental indicator,Use of fertilisers ,,,
98,24,farm/household,"Pham et al., 2036",Productivity,Economic indicators,Yield of crops,,,
98,25,farm/household,"Pham et al., 2037",Economic,Economic indicators,Net farm income,,,
98,26,farm/household,"Pham et al., 2038",Social,Social indicator,Food self-sufficiency ,,,
98,27,farm/household,"Pham et al., 2039",Economic,Social indicator,Credit use,,,
210,1,firm/business,SusPigSys,Animal Health and Welfare,Clinical Findings Pasture,,,,
210,2,firm/business,SusPigSys,Animal Health and Welfare,Feeding system,,,,
210,3,firm/business,SusPigSys,Animal Health and Welfare,Managment,,,,
210,4,firm/business,SusPigSys,Animal Health and Welfare,Pasture,,,,
210,5,firm/business,SusPigSys,Animal Health and Welfare,Roughage,,,,
210,6,firm/business,SusPigSys,Animal Health and Welfare,Water provision,Absence of Hunger and Thirst,,,
210,7,firm/business,SusPigSys,Animal Health and Welfare,Clinical Findings,Absence of Injuries and Disease,,,
210,8,firm/business,SusPigSys,Animal Health and Welfare,Hospitalisation,Absence of Injuries and Disease,,,
210,9,firm/business,SusPigSys,Animal Health and Welfare,Pasture,Absence of Injuries and Disease,,,
210,10,firm/business,SusPigSys,Animal Health and Welfare,Slaughter Remarks,Absence of Injuries and Disease,,,
210,11,firm/business,SusPigSys,Animal Health and Welfare,Treatments Mortality Biosecurity,Absence of Injuries and Disease,,,
210,12,firm/business,SusPigSys,Animal Health and Welfare,Castration,Absence of Pain by Management,,,
210,13,firm/business,SusPigSys,Animal Health and Welfare,Hospitalisations,Absence of Pain by Management,,,
210,14,firm/business,SusPigSys,Animal Health and Welfare,Mutilations,Absence of Pain by Management,,,
210,15,firm/business,SusPigSys,Environmental,Air Quality,"Emission-reducing techniques (air, soil, water)",,,
210,16,firm/business,SusPigSys,Environmental,Air Quality,Calculation of N-fertiliser demand,,,
210,17,firm/business,SusPigSys,Environmental,Air Quality,Energy-saving technologies,,,
210,18,firm/business,SusPigSys,Environmental,Air Quality,High precision N-fertilising,,,
210,19,firm/business,SusPigSys,Environmental,Air Quality,kg SO2-eq per ha (LCA),,,
210,20,firm/business,SusPigSys,Environmental,Air Quality,kg SO2-eq per kg piglet / fattening pig live-weight (LCA),,,
210,21,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Clinical Findings,,,
210,22,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Creep Area,,,
210,23,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Floor Quality,,,
210,24,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Floor Quality (sick pigs),,,
210,25,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Husbandry System,,,
210,26,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Pasture,,,
210,27,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Slaughter Remarks,,,
210,28,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Space Allowance,,,
210,29,firm/business,SusPigSys,Animal Health and Welfare,"Comfort (thermal, physical, when resting and during locomotion)",Treatments,,,
210,30,firm/business,SusPigSys,Social wellbeing,Decent livelihoods,Capacity Building,,,
210,31,firm/business,SusPigSys,Social wellbeing,Decent livelihoods,Fair Access to Means of Production,,,
210,32,firm/business,SusPigSys,Social wellbeing,Decent livelihoods,Quality of Life,,,
210,33,firm/business,SusPigSys,Social wellbeing,Decent livelihoods,Succession,,,
210,34,firm/business,SusPigSys,Economic,Economic resilience,Entrepreneurship (qualitative),,,
210,35,firm/business,SusPigSys,Economic,Economic resilience,Labour Productivity,,,
210,36,firm/business,SusPigSys,Economic,Economic resilience,Profitability,,,
210,37,firm/business,SusPigSys,Economic,Economic resilience,Resilience of Resources (qualitative),,,
210,38,firm/business,SusPigSys,Economic,Economic resilience,Risk Management,,,
210,39,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Share of catch crops,,,
210,40,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Access of animals to surface water bodies and riparian stripes,,,
210,41,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Cultivation of GMO crops,,,
210,42,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Cultivation of riparian stripes,,,
210,43,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Drained moorland,,,
210,44,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Ecological focus areas,,,
210,45,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Feeding GMO crops,,,
210,46,firm/business,SusPigSys,Environmental,Ecosystem Diversity,"Fertiliser (N,P) application based on soil and plant tests",,,
210,47,firm/business,SusPigSys,Environmental,Ecosystem Diversity,High precision N-fertilising,,,
210,48,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Share of land wit with chemical synthetic insecticides / herbicides / fungicides,,,
210,49,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Share of leguminous crops / leguminous grassland 3 Conversion of permanent grassland,,,
210,50,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Share of woodland,,,
210,51,firm/business,SusPigSys,Environmental,Ecosystem Diversity,Woodland converted to grassland / arable land,,,
210,52,firm/business,SusPigSys,Environmental,Energy Use,Arable land with zero/reduced tillage,,,
210,53,firm/business,SusPigSys,Environmental,Energy Use,Calculation of N-fertiliser demand,,,
210,54,firm/business,SusPigSys,Environmental,Energy Use,Energy-saving technologies,,,
210,55,firm/business,SusPigSys,Environmental,Energy Use,"Fertiliser (N,P) application based on soil and plant tests",,,
210,56,firm/business,SusPigSys,Environmental,Energy Use,Field irrigation,,,
210,57,firm/business,SusPigSys,Environmental,Energy Use,High precision N-fertilising,,,
210,58,firm/business,SusPigSys,Environmental,Energy Use,MJ primary energy per ha (LCA),,,
210,59,firm/business,SusPigSys,Environmental,Energy Use,"Primary energy per kg piglet / fattening pig live-weight 
 (LCA)",,,
210,60,firm/business,SusPigSys,Environmental,Energy Use,"Share of land wit with chemical synthetic insecticides / 
 herbicides / fungicides",,,
210,61,firm/business,SusPigSys,Environmental,Energy Use,Use of precipitation information,,,
210,62,firm/business,SusPigSys,Social wellbeing,Fair trading practices,Responsible Buyers,,,
210,63,firm/business,SusPigSys,Social wellbeing,Fair trading practices,Right to Suppliers,,,
210,64,firm/business,SusPigSys,Environmental,Genetic Diversity,Cultivation of GMO crops,,,
210,65,firm/business,SusPigSys,Environmental,Genetic Diversity,Ecological focus areas,,,
210,66,firm/business,SusPigSys,Environmental,Genetic Diversity,Feeding GMO crops,,,
210,67,firm/business,SusPigSys,Environmental,Genetic Diversity,"Growing rare and/or endangered crops (species, varieties)",,,
210,68,firm/business,SusPigSys,Environmental,Genetic Diversity,herbicides / fungicides,,,
210,69,firm/business,SusPigSys,Environmental,Genetic Diversity,Share of land wit with chemical synthetic insecticides /,,,
210,70,firm/business,SusPigSys,Environmental,Genetic Diversity,Share of woodland,,,
210,71,firm/business,SusPigSys,Social wellbeing,Good governance,"(Negative) Impact on Society 
 & Environment",,,
210,72,firm/business,SusPigSys,Social wellbeing,Good Governance,Positive Contribution,,,
210,73,firm/business,SusPigSys,Animal Health and Welfare,Good Human-Animal Relationship,Negative characteristics,,,
210,74,firm/business,SusPigSys,Animal Health and Welfare,Good Human-Animal Relationship,One Welfare,,,
210,75,firm/business,SusPigSys,Animal Health and Welfare,Good Human-Animal Relationship,Positive characteristics,,,
210,76,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Energy-saving technologies,,,
210,77,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Arable land with zero/reduced tillage,,,
210,78,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Calculation of N-fertiliser demand,,,
210,79,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Certified feed (not related to deforestation),,,
210,80,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Conversion of permanent grassland,,,
210,81,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Drained moorland,,,
210,82,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Ecological focus area,,,
210,83,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,"Emission-reducing techniques (air, soil, water)",,,
210,84,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,High precision N-fertilising,,,
210,85,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,kg CO2-eq per ha (LCA),,,
210,86,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,kg CO2-eq per kg piglet / fattening pig live-weight (LCA),,,
210,87,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Share of catch crops,,,
210,88,firm/business,SusPigSys,Environmental,Greenhouse Gas Emissions,Share of leguminous crops / leguminous grassland,,,
210,89,firm/business,SusPigSys,Social wellbeing,Labour rights,Child Labour,,,
210,90,firm/business,SusPigSys,Social wellbeing,Labour rights,Employment Relations,,,
210,91,firm/business,SusPigSys,Environmental,Land Degradation,Humus balances,,,
210,92,firm/business,SusPigSys,Environmental,Land Degradation,Woodland converted to grassland / arable land,,,
210,93,firm/business,SusPigSys,Environmental,Land Degradation,Arable land with zero/reduced tillage,,,
210,94,firm/business,SusPigSys,Environmental,Land Degradation,Certified feed (not related to deforestation),,,
210,95,firm/business,SusPigSys,Environmental,Land Degradation,Conversion of permanent grassland,,,
210,96,firm/business,SusPigSys,Environmental,Land Degradation,Cultivation of riparian stripes,,,
210,97,firm/business,SusPigSys,Environmental,Land Degradation,Drained moorland,,,
210,98,firm/business,SusPigSys,Environmental,Land Degradation,Ecological focus areas,,,
210,99,firm/business,SusPigSys,Environmental,Land Degradation,"farm land affected by wind/water erosion, soil compaction, salination and/or pollution",,,
210,100,firm/business,SusPigSys,Environmental,Land Degradation,"Fertiliser (N,P) application based on soil and plant tests",,,
210,101,firm/business,SusPigSys,Environmental,Land Degradation,Share of catch crops,,,
210,102,firm/business,SusPigSys,Environmental,Land Degradation,Share of land wit with chemical synthetic insecticides / herbicides / fungicides,,,
210,103,firm/business,SusPigSys,Environmental,Material Use,"Fertiliser (N,P) application based on soil and plant tests",,,
210,104,firm/business,SusPigSys,Environmental,Material Use,Arable land with zero/reduced tillage,,,
210,105,firm/business,SusPigSys,Environmental,Material Use,Calculation of N-fertiliser demand,,,
210,106,firm/business,SusPigSys,Environmental,Material Use,Energy-saving technologies,,,
210,107,firm/business,SusPigSys,Environmental,Material Use,Field irrigation,,,
210,108,firm/business,SusPigSys,Environmental,Material Use,High precision N-fertilising,,,
210,109,firm/business,SusPigSys,Environmental,Material Use,m2 land use per kg piglet / fattening pig live-weight (LCA),,,
210,110,firm/business,SusPigSys,Environmental,Material Use,Share of land wit with chemical synthetic insecticides / herbicides / fungicides,,,
210,111,firm/business,SusPigSys,Environmental,Material Use,Use of precipitation information,,,
210,112,firm/business,SusPigSys,Environmental,Material Use,Water supply / storage,,,
210,113,firm/business,SusPigSys,Environmental,Material Use,Water-saving technology (field irrigation),,,
210,114,firm/business,SusPigSys,Social wellbeing,"Non-Discrimination, Gender Equality, Vulnerbale Groups",Gender Equality,,,
210,115,firm/business,SusPigSys,Social wellbeing,"Non-Discrimination, Gender Equality, Vulnerbale Groups",Non-Discrimination,,,
210,116,firm/business,SusPigSys,Social wellbeing,"Non-Discrimination, Gender Equality, Vulnerbale Groups",Vulnerable Groups,,,
210,117,firm/business,SusPigSys,Animal Health and Welfare,Possibility to perform Appropriate Behaviour,Behaviour,,,
210,118,firm/business,SusPigSys,Animal Health and Welfare,Possibility to perform Appropriate Behaviour,Clinical Findings,,,
210,119,firm/business,SusPigSys,Animal Health and Welfare,Possibility to perform Appropriate Behaviour,Pasture Enrichtment,,,
210,120,firm/business,SusPigSys,Animal Health and Welfare,Possibility to perform Appropriate Behaviour,Restricted normal behaviour,,,
210,121,firm/business,SusPigSys,Animal Health and Welfare,Possibility to perform Appropriate Behaviour,Slaughter remarks,,,
210,122,firm/business,SusPigSys,Animal Health and Welfare,Possibility to perform Appropriate Behaviour,Space Allowance,,,
210,123,firm/business,SusPigSys,Environmental,Soil Quality,Ecological focus areas,,,
210,124,firm/business,SusPigSys,Environmental,Soil Quality,Emission-reducing techniques,,,
210,125,firm/business,SusPigSys,Environmental,Soil Quality,Arable land with zero/reduced tillage,,,
210,126,firm/business,SusPigSys,Environmental,Soil Quality,Calculation of N-fertiliser demand,,,
210,127,firm/business,SusPigSys,Environmental,Soil Quality,Certified feed (not related to deforestation),,,
210,128,firm/business,SusPigSys,Environmental,Soil Quality,Conversion of permanent grassland,,,
210,129,firm/business,SusPigSys,Environmental,Soil Quality,Drained moorland,,,
210,130,firm/business,SusPigSys,Environmental,Soil Quality,"Fertiliser (N,P) application based on soil and plant tests",,,
210,131,firm/business,SusPigSys,Environmental,Soil Quality,High precision N-fertilising,,,
210,132,firm/business,SusPigSys,Environmental,Soil Quality,Humus balances,,,
210,133,firm/business,SusPigSys,Environmental,Soil Quality,m2 land use per kg piglet / fattening pig live-weight (LCA),,,
210,134,firm/business,SusPigSys,Environmental,Soil Quality,Share of catch crops,,,
210,135,firm/business,SusPigSys,Environmental,Soil Quality,Share of land wit with chemical synthetic insecticides / herbicides / fungicides,,,
210,136,firm/business,SusPigSys,Environmental,Soil Quality,Share of leguminous crops / leguminous grassland,,,
210,137,firm/business,SusPigSys,Environmental,Soil Quality,Woodland converted to grassland / arable land,,,
210,138,firm/business,SusPigSys,Environmental,Species Diversity,Ecological focus areas,,,
210,139,firm/business,SusPigSys,Environmental,Species Diversity,Conversion of permanent grassland,,,
210,140,firm/business,SusPigSys,Environmental,Species Diversity,Cultivation of GMO crops,,,
210,141,firm/business,SusPigSys,Environmental,Species Diversity,Cultivation of riparian stripes,,,
210,142,firm/business,SusPigSys,Environmental,Species Diversity,Drained moorland,,,
210,143,firm/business,SusPigSys,Environmental,Species Diversity,Feeding GMO crops,,,
210,144,firm/business,SusPigSys,Environmental,Species Diversity,High precision N-fertilising,,,
210,145,firm/business,SusPigSys,Environmental,Species Diversity,Share of catch crops,,,
210,146,firm/business,SusPigSys,Environmental,Species Diversity,Share of land wit with chemical synthetic insecticides / herbicides / fungicides,,,
210,147,firm/business,SusPigSys,Environmental,Species Diversity,Share of leguminous crops / leguminous grassland,,,
210,148,firm/business,SusPigSys,Environmental,Species Diversity,Share of woodland,,,
210,149,firm/business,SusPigSys,Environmental,Species Diversity,Woodland converted to grassland / arable land,,,
210,150,firm/business,SusPigSys,Economic,Technical efficiency,Feed Efficiency,,,
210,151,firm/business,SusPigSys,Economic,Technical efficiency,Health Management,,,
210,152,firm/business,SusPigSys,Economic,Technical efficiency,Reproductive Efficiency,,,
210,153,firm/business,SusPigSys,Environmental,Waste Reduction,"Proportion of discarded (e.g. spoilt feed, seeds, fertilizers etc.)",,,
210,154,firm/business,SusPigSys,Environmental,Waste Reduction,Share of land wit with chemical synthetic insecticides / herbicides / fungicides,,,
210,155,firm/business,SusPigSys,Environmental,Water Quality,Access of animals to surface water bodies and riparian stripes,,,
210,156,firm/business,SusPigSys,Environmental,Water Quality,"Emission-reducing techniques (air, soil, water)",,,
210,157,firm/business,SusPigSys,Environmental,Water Quality,Arable land with zero/reduced tillage,,,
210,158,firm/business,SusPigSys,Environmental,Water Quality,Calculation of N-fertiliser demand,,,
210,159,firm/business,SusPigSys,Environmental,Water Quality,Conversion of permanent grassland,,,
210,160,firm/business,SusPigSys,Environmental,Water Quality,Cultivation of riparian stripes,,,
210,161,firm/business,SusPigSys,Environmental,Water Quality,"Fertiliser (N,P) application based on soil and plant tests",,,
210,162,firm/business,SusPigSys,Environmental,Water Quality,Fertiliser / pesticide use on riparian stripes,,,
210,163,firm/business,SusPigSys,Environmental,Water Quality,High precision N-fertilising,,,
210,164,firm/business,SusPigSys,Environmental,Water Quality,kg P2O5-eq per ha (LCA),,,
210,165,firm/business,SusPigSys,Environmental,Water Quality,kg P2O5-eq per kg piglet / fattening pig live-weight (LCA),,,
210,166,firm/business,SusPigSys,Environmental,Water Quality,Share of catch crops,,,
210,167,firm/business,SusPigSys,Environmental,Water Quality,Share of land wit with chemical synthetic insecticides / herbicides / fungicides,,,
210,168,firm/business,SusPigSys,Environmental,Water Quality,Slope of the paddock towards natural water bodies,,,
210,169,firm/business,SusPigSys,Environmental,Water Withdrawal,Field irrigation,,,
210,170,firm/business,SusPigSys,Environmental,Water Withdrawal,Use of precipitation information,,,
210,171,firm/business,SusPigSys,Environmental,Water Withdrawal,Water supply / storage,,,
210,172,firm/business,SusPigSys,Environmental,Water Withdrawal,Water-saving technology (barn),,,
210,173,firm/business,SusPigSys,Environmental,Water Withdrawal,Water-saving technology (field irrigation),,,
71,1,farm/household,"Nagabhushanam et al., 2001",Environmental,NA,Crop diveristy,,,
71,2,farm/household,"Nagabhushanam et al., 2001",Economic,NA,land productivity,,,
71,3,farm/household,"Nagabhushanam et al., 2001",Environmental,NA,input use index,,,
71,4,farm/household,"Nagabhushanam et al., 2001",Environmental,NA,integrated pest managment,,,
71,5,farm/household,"Nagabhushanam et al., 2001",Environmental,NA,eco-system management,,,
71,6,farm/household,"Nagabhushanam et al., 2001",Environmental,NA,soil environment level,,,
71,7,farm/household,"Nagabhushanam et al., 2001",Economic,NA,crop productivity,,,
71,8,farm/household,"Nagabhushanam et al., 2001",Economic,NA,enterprise supporting ability,,,
71,9,farm/household,"Nagabhushanam et al., 2001",Social,NA,social equity,,,
71,10,farm/household,"Nagabhushanam et al., 2001",Environmental,NA,carrying capacity,,,
106,1,technology; farm/household,"Subedi et al., 2009",Environmental,NA,"soil, water, nutrient conservation",,,
106,2,technology; farm/household,"Subedi et al., 2010",Economic; productivity,NA,Increase in crop productivity,,,
106,3,technology; farm/household,"Subedi et al., 2011",Economic,NA,Increase in income,,,
106,4,technology; farm/household,"Subedi et al., 2012",Economic,NA,Ease of crop mamagement,,,
106,5,technology; farm/household,"Subedi et al., 2013",Economic,NA,Saves labour,,,
106,6,technology; farm/household,"Subedi et al., 2014",Environmental,NA,Increases SOM,,,
106,7,technology; farm/household,"Subedi et al., 2015",Environmental,NA,Soil becomes loose,,,
106,8,technology; farm/household,"Subedi et al., 2016",Environmental,NA,Soil requires less fertilizer,,,
106,9,technology; farm/household,"Subedi et al., 2017",Environmental,NA,effective weed control,,,
106,10,technology; farm/household,"Subedi et al., 2018",Environmental,NA,More trees/greener landscape,,,
106,11,technology; farm/household,"Subedi et al., 2019",Social,NA,increases food for household consumption,,,
106,12,technology; farm/household,"Subedi et al., 2020",Social,NA,security against drought,,,
106,13,technology; farm/household,"Subedi et al., 2021",Productivity,NA,early/good seedling emergence,,,
106,14,technology; farm/household,"Subedi et al., 2022",Economic,NA,high value crops,,,
106,15,technology; farm/household,"Subedi et al., 2023",Productivity,NA,timely planting possible,,,
175,1,Field/plot;,DiverIMPACTS,Economic,Productivity,Energy yield,,,
175,2,Field/plot;,DiverIMPACTS,Economic,Productivity,Land Equivalent Ratio,,,
175,3,Field/plot;,DiverIMPACTS,Economic,Stability of production,Yield Coefficient of Variation,,,
175,4,Field/plot;,DiverIMPACTS,Economic,Profitability,Average gross margin at rotation level (,,,
175,5,Field/plot;,DiverIMPACTS,Economic,Dependency on external inputs,Dependency on external inputs,,,
175,6,Field/plot;,DiverIMPACTS,Economic,Product quality,Product standard quality required by the sector/market (PSQ),,,
175,7,Field/plot;,DiverIMPACTS,Economic,Local volarization,Proportion of short food supply chain and local distribution,,,
175,8,Field/plot;,DiverIMPACTS,Economic,Local volarization,Supplier/customer contribution to profitability,,,
175,9,Field/plot;,DiverIMPACTS,Environmental,Ecosystem/landscape Diversity,Crop Diversity Index ,,,
175,10,Field/plot;,DiverIMPACTS,Environmental,Ecosystem/landscape Diversity,Semi Natural Habitat,,,
175,11,Field/plot;,DiverIMPACTS,Environmental,Crop diversification,Crop Diversity Index ,,,
175,12,Field/plot;,DiverIMPACTS,Environmental,Crop diversification,Legume in rotation,,,
175,13,Field/plot;,DiverIMPACTS,Environmental,Genetic diversification,Crop-cultivar diversity,,,
175,14,Field/plot;,DiverIMPACTS,Environmental,Genetic diversification,Number of crop in the rotation with cultivar mixture,,,
175,15,Field/plot;,DiverIMPACTS,Environmental,Soil degradation,Bare soil during erosion risk,,,
175,16,Field/plot;,DiverIMPACTS,Environmental,Soil degradation,Proportion of crops harvested in wet conditions,,,
175,17,Field/plot;,DiverIMPACTS,Environmental,Soil quality,Carbon input during the rotation,,,
175,18,Field/plot;,DiverIMPACTS,Environmental,Water withdrawal,Pressure on local water resources,,,
175,19,Field/plot;,DiverIMPACTS,Environmental,Water quality (nutrient) (WatQualNut),Surface nutrient balances,,,
175,20,Field/plot;,DiverIMPACTS,Environmental,Water quality (nutrient) (WatQualNut),Bare soil during drainage periods,,,
175,21,Field/plot;,DiverIMPACTS,Environmental,Water quality (pesticide) (WatQualPes),Amount of active ingredients,,,
175,22,Field/plot;,DiverIMPACTS,Environmental,Water quality (pesticide) (WatQualPes),Leaching risk of active ingredient,,,
175,23,Field/plot;,DiverIMPACTS,Environmental,Air quality,Volatilization risk of active ingredients,,,
175,24,Field/plot;,DiverIMPACTS,Environmental,Air quality,Amount of active ingredients,,,
175,25,Field/plot;,DiverIMPACTS,Environmental,GHG balance,Mineral Nitrogen Use for GHG balance calculation,,,
175,26,Field/plot;,DiverIMPACTS,Environmental,GHG balance,Nitrogen Use,,,
175,27,Field/plot;,DiverIMPACTS,Environmental,GHG balance,Total fuel consumption for global warming potential calculation,,,
175,28,Field/plot;,DiverIMPACTS,Environmental,GHG balance,C input during the rotation,,,
175,29,Field/plot;,DiverIMPACTS,Environmental,Non-renewable resources,Total fuel consumption for fossil energy use calculation,,,
175,30,Field/plot;,DiverIMPACTS,Environmental,Non-renewable resources,Total fuel consumption for fossil energy use calculation,,,
175,31,Field/plot;,DiverIMPACTS,Environmental,Non-renewable resources,Mineral Phosphorus use (,,,
175,32,Field/plot;,DiverIMPACTS,Social,Farmer and public health,Treatment frequency index,,,
175,33,Field/plot;,DiverIMPACTS,Social,Farmers’ quality of life,Work overload ,,,
174,1,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Net income per ha,,,
174,2,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Net income per annual work unit,,,
174,3,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Production cost per ha,,,
174,4,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Yiels,,,
174,5,field/plot,INSPIA Model,Economic,Profit/production Efficiency,N productivity,,,
174,6,field/plot,INSPIA Model,Economic,Profit/production Efficiency,P productivity,,,
174,7,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Irrigation water application,,,
174,8,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Water productivity,,,
174,9,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Energy balance,,,
174,10,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Energy efficiency,,,
174,11,field/plot,INSPIA Model,Economic,Profit/production Efficiency,Energy productivity,,,
174,12,field/plot,INSPIA Model,Social,Farmer welfare and wellbeing,Working hours per ha,,,
174,13,field/plot,INSPIA Model,Social,Farmer welfare and wellbeing,Satisfaction index,,,
174,14,field/plot,INSPIA Model,Social,Farmer welfare and wellbeing,Farmers's training level,,,
174,15,field/plot,INSPIA Model,Social,Farmer welfare and wellbeing,Risk of abandonment of agricultural activity,,,
174,16,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,Soil tillage index,,,
174,17,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,soil cover rate,,,
174,18,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,soil erosion risk,,,
174,19,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,organic matter,,,
174,20,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,crop diversity,,,
174,21,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,crop rotation,,,
174,22,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,N balance,,,
174,23,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,N efficiency,,,
174,24,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,GHG balance,,,
174,25,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,Greenhouse gas per kg,,,
174,26,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,Natural area,,,
174,27,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,Biodiversity structure,,,
174,28,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,Buffers and security area,,,
174,29,field/plot,INSPIA Model,Environmental,Biodiversity enhancement nd resource use and protection,Plant protection productes management,,,
96,1,National,"Dorward, 2013",Productivity,agricultural productivity change, Cereal Equivalent Productivity of Agricultural Labour,,,
96,2,National,"Dorward, 2014",Productivity,agricultural productivity change,Agricultural Workers ,,,
96,3,National,"Dorward, 2015",Productivity,agricultural productivity change,Cereal Prices,,,
96,4,National,"Dorward, 2016",Productivity,agricultural productivity change, kg of cereal equivalent per worker,,,
96,5,National,"Dorward, 2017",Productivity,"Cereal Equivalent
Land Yield",Agricultural Land ,,,
96,6,National,"Dorward, 2018",Productivity,"Cereal Equivalent
Land Yield",Agriculture Value Added,,,
