key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-363932810,Assessing and comparing relative farm-level sustainability of smallholder shrimp farms in two Sri Lankan provinces using indices developed from two methodological frameworks,2017,,,ECOLOGICAL INDICATORS,,83,,346-355,"Westers, T and Ribble, C and Daniel, S and Checkley, S and Wu, J P and Stephen, C",https://www.cabdirect.org/cabdirect/abstract/20173319769,English,Elsevier Ltd,"Univ Calgary, Fac Vet Med, 3280 Hosp Dr NW, Calgary, AB T2N 4Z6, Canada",,"From Duplicate 1 (Assessing and comparing relative farm-level sustainability of smallholder shrimp farms in two Sri Lankan provinces using indices developed from two methodological frameworks - Westers, T; Ribble, C; Daniel, S; Checkley, S; Wu, J P; Stephen, C)     Times Cited in Web of Science Core Collection: 2     Total Times Cited: 2     Cited Reference Count: 52     From Duplicate 2 (Assessing and comparing relative farm-level sustainability of smallholder shrimp farms in two Sri Lankan provinces using indices developed from two methodological frameworks. - Westers, T; Ribble, C; Daniel, S; Checkley, S; Wu, J P; Stephen, C)     Author Affiliation: Faculty of Veterinary Medicine, University of Calgary, 3280 Hospital Drive NW, Calgary, Alberta, T2N 4Z6, Canada.     Author Email: tjw810@mail.usask.ca | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: None food/agri related",10.1016/j.ecolind.2017.08.025,AGRICULTURE;AQUACULTURE;Asia;Ceylon;Chordata;Commonwealth of Nations;Crustacea;Decapoda;Farm;Hominidae;Homo;INDICATORS;Indicator;Malacostraca;PERSPECTIVES;SELECTION;SYSTEMS;Shrimp;South Asia;Sri Lanka;Sustainability;WATER-QUALITY;White spot disease;analysis;animal diseases;animals;aquaculture;aquatic animals;aquatic invertebrates;aquatic organisms;aquatic species;arthropods;communities;diseases;ecology;education;epidemiology;eukaryotes;evaluation;farmers;farming;goals;guidelines;high Human Development Index countries;income;indicators;invertebrates;lower-middle income countries;mammals;man;models;monitoring;objectives;outbreaks;policy;primates;questionnaires;recommendations;rural areas;rural communities;shellfish;shellfish culture;shellfish farming;shellfish ranching;shrimp culture;shrimp farming;shrimp ranching;shrimps;stakeholders;survival;sustainability;targets;vertebrates,,
rayyan-363932811,Organic farming and soil physical properties: an assessment after 40 years.,2017,,,Agronomy Journal,,109,2,600-609,"Williams, D M and Blanco-Canqui, H and Francis, C A and Galusha, T D",https://www.cabdirect.org/cabdirect/abstract/20173353300,English,American Society of Agronomy,"Univ Nebraska, Dept Agron & Hort, Lincoln, NE 68583 USA FU  - Agricultural Research Division Undergraduate Student Research Program of the Institute of Agriculture; Natural Resources of the University of Nebraska-Lincoln FX  - This project was funded by the Agricultural Research Division Undergraduate Student Research Program of the Institute of Agriculture and Natural Resources of the University of Nebraska-Lincoln. PU  - WILEY PI  - HOBOKEN PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"From Duplicate 1 (Organic Farming and Soil Physical Properties: An Assessment after 40 Years - Williams, D M; Blanco-Canqui, H; Francis, C A; Galusha, T D)     Times Cited in Web of Science Core Collection: 21     Total Times Cited: 23     Cited Reference Count: 38     From Duplicate 2 (Organic farming and soil physical properties: an assessment after 40 years. - Williams, D M; Blanco-Canqui, H; Francis, C A; Galusha, T D)     Author Affiliation: Department of Agronomy and Horticulture, University of Nebraska, Lincoln, NE 68583, USA.     Author Email: hblanco2@unl.edu | RAYYAN-INCLUSION: {""Elizabeth""=>""Included"", ""Levi""=>""Included""} | RAYYAN-LABELS: USA,Soil,Field",10.2134/agronj2016.06.0372 WE  - Science Citation Index Expanded (SCI-EXPANDED),AGGREGATE;APEC countries;America;CARBON;CONVENTIONAL MANAGEMENT;Great Plains States of USA;IMPACT;LOAM;MANURE;MATTER;Nebraska;North America;North Central States of USA;Northern Plains States of USA;OECD Countries;QUALITY;USA;United States of America;West North Central States of USA;aggregates;animal manures;bulk density;crop rotation;eco-agriculture;ecological agriculture;green manures;high income countries;infiltration;organic culture;organic farming;physical properties of soil;porosity;rotational cropping;rotations;saturated hydraulic conductivity;soil compaction;soil density;soil physical properties;soil water retention;very high Human Development Index countries,,
rayyan-363932812,A Holistic Sustainability Assessment Method for Urban Food System Governance,2017,,,SUSTAINABILITY,,9,4,490-490,"Landert, J and Schader, C and Moschitz, H and Stolze, M",https://www.cabdirect.org/cabdirect/abstract/20173214718,English,MDPI AG,Basel,,"From Duplicate 1 (A Holistic Sustainability Assessment Method for Urban Food System Governance - Landert, J; Schader, C; Moschitz, H; Stolze, M)     Times Cited in Web of Science Core Collection: 37     Total Times Cited: 37     Cited Reference Count: 44     From Duplicate 2 (A holistic sustainability assessment method for urban food system governance. - Landert, J; Schader, C; Moschitz, H; Stolze, M)     Author Affiliation: Research Institute of Organic Agriculture (FiBL), Frick CH-5070, Switzerland.     Author Email: christian.schader@fibl.org | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Food system,Switzerland,Holistic assessment",10.3390/su9040490 WE  - Science Citation Index Expanded (SCI-EXPANDED) WE  - Social Science Citation Index (SSCI),Europe;FAO;Food and Agriculture Organization;OECD Countries;SAFA Guidelines;Switzerland;URBANIZATION;Western Europe;administration;assessment;cities;ecosystems;evaluation;food policy;guidelines;high income countries;indicators;monitoring;policy;politics;recommendations;socioeconomic aspects;socioeconomics;stakeholders;sustainability;sustainability assessment;sustainable cities;sustainable development goals;urban areas;urban food policy;urban food system;very high Human Development Index countries;Food,,
rayyan-363932813,Evolutionary breeding for sustainable agriculture: Selection and multi-environmental evaluation of barley populations and lines,2017,,,Field Crops Research,,204,,76-88,"Raggi, L and Ciancaleoni, S and Torricelli, R and Terzi, V and Ceccarelli, S and Negri, V",https://www.cabdirect.org/cabdirect/abstract/20173109903,English,Elsevier B. V.,"Univ Perugia, DSA3, Borgo XX Giugno 74, I-06121 Perugia, Italy",,"From Duplicate 1 (Evolutionary breeding for sustainable agriculture: Selection and multi-environmental evaluation of barley populations and lines - Raggi, L; Ciancaleoni, S; Torricelli, R; Terzi, V; Ceccarelli, S; Negri, V)     Times Cited in Web of Science Core Collection: 30     Total Times Cited: 31     Cited Reference Count: 83     From Duplicate 2 (Evolutionary breeding for sustainable agriculture: selection and multi-environmental evaluation of barley populations and lines. - Raggi, L; Ciancaleoni, S; Torricelli, R; Terzi, V; Ceccarelli, S; Negri, V)     Author Affiliation: Dipartimento di Scienze Agrarie, Alimentari e Ambientali (DSA3), Università degli Studi di Perugia, Borgo XX Giugno 74, 06121 Perugia, Italy.     Author Email: valeria.negri@unipg.it | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No sustainability dimension",10.1016/j.fcr.2017.01.011,ADAPTATION;Barley;COMPOSITE CROSS;CULTIVARS;DIVERSITY;Europe;European Union Countries;Evolutionary breeding;GxE interaction;Hordeum;Hordeum vulgare;Italy;Mediterranean Region;NATURAL-SELECTION;OECD Countries;PERFORMANCE;PRODUCTIVITY;Poaceae;Poales;Southern Europe;Spermatophyta;Sustainable agriculture;TRIALS;WHEAT-VARIETIES;YIELD STABILITY;Yield stability;angiosperms;artificial selection;barley;climate;commelinids;crop production;crop yield;crosses;crossing;eco-agriculture;ecological agriculture;environment;eukaryotes;high income countries;lines;monocotyledons;natural selection;organic culture;organic farming;phenology;plant breeding;plant morphology;plants;selection;soil properties;sustainability;varieties;very high Human Development Index countries;Breeding,,
rayyan-363932814,Artificial neural networks to evaluate organic and inorganic contamination in agricultural soils.,2017,,,Chemosphere,,186,,124-131,"Bonelli, M G and Ferrini, M and Manni, A",https://www.cabdirect.org/cabdirect/abstract/20173365482,English,Elsevier Ltd,"Univ Roma La Sapienza, Dept ICMA, Via Eudossiana 18, I-00198 Rome, Italy",,"From Duplicate 1 (Artificial neural networks to evaluate organic and inorganic contamination in agricultural soils - Bonelli, M G; Ferrini, M; Manni, A)     Times Cited in Web of Science Core Collection: 27     Total Times Cited: 29     Cited Reference Count: 31     From Duplicate 2 (Artificial neural networks to evaluate organic and inorganic contamination in agricultural soils. - Bonelli, M G; Ferrini, M; Manni, A)     Author Affiliation: Dept. ICMA, University of Rome &quot;La Sapienza&quot;, Via Eudossiana 18, 00198 Rome, Italy.     Author Email: mariagrazia.bonelli@uniroma1.it | RAYYAN-INCLUSION: {""Elizabeth""=>""Included"", ""Levi""=>""Included""} | RAYYAN-LABELS: Soil,Field,Contamination",10.1016/j.chemosphere.2017.07.116 WE  - Science Citation Index Expanded (SCI-EXPANDED),Agricultural soil;Artificial Neural Networks;Environmental pollution;FPXRF;METALS;MODELS;PCBs;PCDD/Fs;REGRESSION;X radiation;X rays;agricultural soils;analysis;assessment;characterization;contaminants;contamination;cultural soil types;determination;dioxins;environmental degradation;environmental pollution;fluorescence;heavy metals;inorganic compounds;laboratory methods;laboratory techniques;metals;networks;neural networks;organic chemicals;organic compounds;pollutants;pollution;polychlorinated biphenyls;screening;screening tests;soil;soil types (cultural);spectrometry;techniques;Neural Networks (Computer);Nerve Net,,
rayyan-363932815,Ecological risk assessment for aquatic invertebrate communities exposed to imidacloprid as a result of labeled agricultural and nonagricultural uses in the United States.,2017,,,Environmental Toxicology and Chemistry,,36,5,1375-1388,"Whitfield-Aslund, M and Winchell, M and Bowers, L and McGee, S and Tang, J and Padilla, L and Greer, C and Knopper, L and Moore, D R J",https://www.cabdirect.org/cabdirect/abstract/20173234050,English,Wiley,Boston,,"From Duplicate 1 (ECOLOGICAL RISK ASSESSMENT FOR AQUATIC INVERTEBRATE COMMUNITIES EXPOSED TO IMIDACLOPRID AS A RESULT OF LABELED AGRICULTURAL AND NONAGRICULTURAL USES IN THE UNITED STATES - Whitfield-Aslund, M; Winchell, M; Bowers, L; Mcgee, S; Tang, J; Padilla, L; Greer, C; Knopper, L; Moore, D R J)     Times Cited in Web of Science Core Collection: 6     Total Times Cited: 6     Cited Reference Count: 73     From Duplicate 2 (Ecological risk assessment for aquatic invertebrate communities exposed to imidacloprid as a result of labeled agricultural and nonagricultural uses in the United States. - Whitfield-Aslund, M; Winchell, M; Bowers, L; McGee, S; Tang, J; Padilla, L; Greer, C; Knopper, L; Moore, D R J)     Author Affiliation: Intrinsik Environmental Sciences, Mississauga, Ontario, Canada.     Author Email: dmoore@intrinsik.com | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded"", ""Levi""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No sustainability dimension",10.1002/etc.3655,APEC countries;America;BIODIVERSITY;CHLORPYRIFOS;CHRONIC TOXICITY;CONTAMINATION;DAPHNIA-MAGNA;Exposure modeling;FUNCTIONAL REDUNDANCY;Neonicotinoids;North America;OECD Countries;Probabilistic risk assessment;QUALITY;RECOVERY;RESPONSES;SYSTEMIC INSECTICIDE;USA;United States of America;animals;aquatic animals;aquatic invertebrates;aquatic organisms;aquatic species;communities;ecology;effects;environmental effects;environmental impact;eukaryotes;high income countries;imidacloprid;impact;invertebrates;models;neonicotinoids;neonics;nicotinoid insecticides;pesticides;risk assessment;systematics;taxonomy;toxicity;very high Human Development Index countries;Risk Assessment;United States,,
rayyan-363932816,"Co-construction of an assessment method of the environmental sustainability for cattle farms involved in a Protected Designation of Origin (PDO) cheese value chain, Cantal PDO",2017,,,ECOLOGICAL INDICATORS,,76,,357-365,"Laurent, C and Hulin, S and Agabriel, C and Chassaing, C and Botreau, R and Monteils, V",https://www.cabdirect.org/cabdirect/abstract/20173148209,English,Elsevier Ltd,Oxford,,"From Duplicate 1 (Co-construction of an assessment method of the environmental sustainability for cattle farms involved in a Protected Designation of Origin (PDO) cheese value chain, Cantal PDO - Laurent, C; Hulin, S; Agabriel, C; Chassaing, C; Botreau, R; Monteils, V)     Times Cited in Web of Science Core Collection: 4     Total Times Cited: 5     Cited Reference Count: 49     From Duplicate 2 (Co-construction of an assessment method of the environmental sustainability for cattle farms involved in a Protected Designation of Origin (PDO) cheese value chain, Cantal PDO. - Laurent, C; Hulin, S; Agabriel, C; Chassaing, C; Botreau, R; Monteils, V)     Author Affiliation: Clermont Université, VetAgro-Sup, UMR1213 Herbivores, BP 10448, F-63000 Clermont-Ferrand, France.     Author Email: claire.laurent@vetagro-sup.fr | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Farm,France,metric development,Holistic assessment",10.1016/j.ecolind.2017.01.035,AGRICULTURE;Artiodactyla;Bos;Bovidae;CROPPING SYSTEMS;Chordata;Dairy farm;Environmental sustainability;Europe;European Union Countries;France;INDICATORS;LEVEL;Mediterranean Region;Multi-criteria assessment;OECD Countries;Participative approach;Poaceae;Poales;QUEBEC;Spermatophyta;TOOL;Western Europe;analysis;angiosperms;animals;assessment;buildings;cattle;cheeses;commelinids;dairy farms;determination;discrimination;ecology;effects;environmental protection;eukaryotes;farms;grasses;grasslands;high income countries;impact;indicators;literature;mammals;monocotyledons;plants;protected designation of origin;ruminants;specifications;stakeholders;surveys;sustainability;value chain;vertebrates;very high Human Development Index countries;water resources;Cheese;Cattle,,
rayyan-363932817,"Framework to improve sustainability of agriculture in small islands: The case of Pistacia vera L. cultivation in Aegina, Greece",2017,,,Environmental Forensics,,18,3,214-225,"Komnitsas, K A and Doula, M K",https://www.cabdirect.org/cabdirect/abstract/20173327507,English,Taylor & Francis,Philadelphia,,"From Duplicate 1 (Framework to improve sustainability of agriculture in small islands: The case of Pistacia vera L. cultivation in Aegina, Greece - Komnitsas, K A; Doula, M K)     Times Cited in Web of Science Core Collection: 4     Total Times Cited: 4     Cited Reference Count: 85     From Duplicate 2 (Framework to improve sustainability of agriculture in small islands: the case of Pistacia vera L. cultivation in Aegina, Greece. - Komnitsas, K A; Doula, M K)     Author Affiliation: School of Mineral Resources Engineering, Technical University of Crete, 73100 Chania, Greece.     Author Email: komni@mred.tuc.gr | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",10.1080/15275922.2017.1340370,ANTIOXIDANT ACTIVITY;Anacardiaceae;Balkans;CARBON SEQUESTRATION;Europe;European Union Countries;Greece;LIFE-CYCLE ASSESSMENT;MAIZE YIELD;Mediterranean Region;OECD Countries;OLIVE-MILL WASTE;ORGANIC WASTES;PRODUCTION SYSTEMS;PYROLYSIS TEMPERATURE;Pistacia;Pistacia vera;Pistacia vera L.;SLOW PYROLYSIS;SOIL FERTILITY;Sapindales;Southern Europe;Spermatophyta;Sustainability;agricultural wastes;agriculture;angiosperms;biochar;carbon sequestration;cation exchange capacity;charcoal;compost;composts;eudicots;eukaryotes;farm wastes;groundwater;groundwater pollution;high income countries;organic matter in soil;pistachios;plants;soil organic matter;soil quality;soil water retention;stakeholders;sustainability;very high Human Development Index countries;water composition and quality;water quality,,
rayyan-363932818,Mapping and linking supply- and demand-side measures in climate-smart agriculture. A review,2017,,,AGRONOMY FOR SUSTAINABLE DEVELOPMENT,,37,6,66-66,"Scherer, L and Verburg, P H",https://www.cabdirect.org/cabdirect/abstract/20183240634,English,Springer-Verlag,"Vrije Univ Amsterdam, Inst Environm Studies, Environm Geog, De Boelelaan 1087, NL-1081 HV Amsterdam, Netherlands FU  - European Commission [652615]; ERA-Net FACCE SURPLUS project VITAL; NWO FX  - This research was financially supported by the European Commission under grant agreement 652615 and conducted in the context of the ERA-Net FACCE SURPLUS project VITAL with the national funder NWO. PU  - SPRINGER FRANCE PI  - PARIS PA  - 22 RUE DE PALESTRO, PARIS, 75002, FRANCE",,"From Duplicate 1 (Mapping and linking supply- and demand-side measures in climate-smart agriculture. A review - Scherer, L; Verburg, P H)     Times Cited in Web of Science Core Collection: 47     Total Times Cited: 47     Cited Reference Count: 161     From Duplicate 2 (Mapping and linking supply- and demand-side measures in climate-smart agriculture. A review. - Scherer, L; Verburg, P H)     Author Affiliation: Environmental Geography, Institute for Environmental Studies, VU University Amsterdam, Amsterdam, Netherlands.     Author Email: l.a.scherer@cml.leidenuniv.nl | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",10.1007/s13593-017-0475-1,ADAPTATION;Adaptation;CARBON SEQUESTRATION;CHANGE IMPACTS;CONSUMER;Climate change;Consumer behavior;Farming systems;Food security;GLOBAL FOOD SECURITY;GREENHOUSE-GAS EMISSIONS;Greenhouse gas emissions;LIFE-CYCLE ASSESSMENT;MANAGEMENT PRACTICE;MITIGATION;Mitigation;NITROUS-OXIDE;Oryza;Oryza sativa;Poaceae;Poales;Spermatophyta;Sustainable intensification;agricultural systems;agronomy;angiosperms;behavior;behaviour;climate;climate change;climatic change;commelinids;commodities;consumer behavior;consumer behaviour;consumers;consumption;cooperation;emission;eukaryotes;farming systems;fertilisers;fertilizers;food security;incentives;intensification;meat;monocotyledons;paddy;plants;policy;rice;supply;sustainability,,
rayyan-363932819,USE OF CELL PHONES BY THE FARMERS AS AN EXTENSION TOOL TO PRACTICE SUSTAINABLE AGRICULTURE AND ACHIEVE FOOD SECURITY IN THE KINGDOM OF SAUDI ARABIA,2017,,,Journal of Experimental Biology and Agricultural Sciences,,5,,S91-S98,"Aldosari, F O and Al-Sakran, M S and Alkhubizi, H F N and Al-Zaidi, A A and Baig, M B and Muddassir, Muhammad and Noor, M A and Mubushar, Muhammad",https://www.cabdirect.org/cabdirect/abstract/20183174793,English,JEBAS,"King Saud Univ, Coll Food & Agr Sci, Dept Agr Extens & Rural Soc, POB 2460, Riyadh 11451, Saudi Arabia FU  - King Saud University FX  - The authors are extremely thankful to the King Saud University, Deanship of Scientific Research for extending all the possible assistance and support towards the completion of the research project. PU  - JOURNAL EXPERIMENTAL BIOLOGY & AGRICULTURAL SCIENCES PI  - ALIGARH PA  - JOURNAL EXPERIMENTAL BIOLOGY & AGRICULTURAL SCIENCES, ALIGARH, 00000, INDIA",,"From Duplicate 1 (USE OF CELL PHONES BY THE FARMERS AS AN EXTENSION TOOL TO PRACTICE SUSTAINABLE AGRICULTURE AND ACHIEVE FOOD SECURITY IN THE KINGDOM OF SAUDI ARABIA - Aldosari, F O; Al-Sakran, M S; Alkhubizi, H F N; Al-Zaidi, A A; Baig, M B; Muddassir, M; Noor, M A; Mubushar, M)     Times Cited in Web of Science Core Collection: 5     Total Times Cited: 5     Cited Reference Count: 31     From Duplicate 2 (Use of cell phones by the farmers as an extension tool to practice sustainable agriculture and achieve food security in the Kingdom of Saudi Arabia. - Aldosari, F O; Al-Sakran, M S; Alkhubizi, H F N; Al-Zaidi, A A; Baig, M B; Muddassir, Muhammad; Noor, M A; Mubushar, Muhammad)     Author Affiliation: Department of Agricultural Extension and Rural Society, College of Food and Agriculture Sciences, King Saud University, P.O. Box 2460, Riyadh 11451, Saudi Arabia.     Author Email: fadosri@ksu.edu.sa | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No sustainability dimension",10.18006/2017.5(spl-1-safsaw).s91.s98,Al-Delam farmers;Asia;Cell phone;Extension Education;INFORMATION;Information dissemination;Middle East;Saudi Arabia;Sustainable Agriculture;TECHNOLOGIES;West Asia;advisory services;agricultural production;extension;extension activities;food security;goals;high income countries;information needs;information services;information sources;information technology;input prices;mobile telephones;need gratification;objectives;opinions;sustainability;targets;telecommunications;very high Human Development Index countries,,
rayyan-363932820,Sustainability levels in Irish dairy farming: a farm typology according to sustainable performance indicators.,2017,,,STUDIES IN AGRICULTURAL ECONOMICS,,119,2,62-69,"Micha, E and Heanue, K and Hyland, J J and Hennessy, T and Dillon, E J and Buckley, C",https://www.cabdirect.org/cabdirect/abstract/20173297836,English,Research and Information Institute for Agricultural Economics,Budapest,,"From Duplicate 1 (Sustainability levels in Irish dairy farming: a farm typology according to sustainable performance indicators. - Micha, E; Heanue, K; Hyland, J J; Hennessy, T; Dillon, E J; Buckley, C)     Author Affiliation: Teagasc, Mellows Campus, Athenry, Co. Galway H65 R718, Irish Republic.     Author Email: johnhyland85@gmail.com     From Duplicate 2 (Sustainability levels in Irish dairy farming: a farm typology according to sustainable performance indicators - Micha, E; Heanue, K; Hyland, J J; Hennessy, T; Dillon, E J; Buckley, C)     Times Cited in Web of Science Core Collection: 5     Total Times Cited: 5     Cited Reference Count: 39 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Farm,Ireland,Holistic assessment",10.7896/j.1706 WE  - Emerging Sources Citation Index (ESCI),AGENT-BASED ANALYSIS;AREAS;British Isles;ECONOMIC-PERFORMANCE;EMISSIONS;Eire;Europe;European Union Countries;FOOTPRINT;Irish Republic;MANAGEMENT;MODELS;OECD Countries;RESPONSES;SCHEMES;SYSTEMS;Western Europe;classification;dairy farming;dairy farms;economic;environment;environmental effects;environmental impact;farm comparisons;high income countries;less favoured areas;multivariate analysis;policy;profitability;social;socioeconomic aspects;socioeconomics;sustainability;very high Human Development Index countries,,
rayyan-363932821,Homogenizing and diversifying effects of intensive agricultural land-use on plant species beta diversity in Central Europe - a call to adapt our conservation measures.,2017,,,SCIENCE OF THE TOTAL ENVIRONMENT,,576,,225-233,"Buhk, C and Alt, M and Steinbauer, M J and Beierkuhnlein, C and Warren, S D and Jentsch, A",https://www.cabdirect.org/cabdirect/abstract/20173044969,English,Elsevier Ltd,"Univ Koblenz Landau, Inst Environm Sci Landau, Geoecol Phys Geog, Landau, Germany",,"From Duplicate 1 (Homogenizing and diversifying effects of intensive agricultural land-use on plant species beta diversity in Central Europe - A call to adapt our conservation measures - Buhk, C; Alt, M; Steinbauer, M J; Beierkuhnlein, C; Warren, S D; Jentsch, A)     Times Cited in Web of Science Core Collection: 25     Total Times Cited: 28     Cited Reference Count: 104     From Duplicate 2 (Homogenizing and diversifying effects of intensive agricultural land-use on plant species beta diversity in Central Europe - a call to adapt our conservation measures. - Buhk, C; Alt, M; Steinbauer, M J; Beierkuhnlein, C; Warren, S D; Jentsch, A)     Author Affiliation: Geoecology/Physical Geography, Institute for Environmental Sciences Landau, University of Koblenz-Landau, Landau, Germany.     Author Email: buhk@uni-landau.de | RAYYAN-INCLUSION: {""Elizabeth""=>""Included"", ""Levi""=>""Included""} | RAYYAN-LABELS: EU,Biodiversty,Community/landscape",10.1016/j.scitotenv.2016.10.106,BIODIVERSITY;BIOTIC HOMOGENIZATION;Biotic homogenization;COMMUNITIES;CONTROLLED-RELEASE FERTILIZERS;Central Europe;Conservation;DISPERSAL LIMITATION;DISTANCE-DECAY;Dissimilarity;Distance-decay;ENVIRONMENTAL-FACTORS;Europe;Intense agricultural land-use;LANDSCAPES;Landscape eutrophication;PRESENCE-ABSENCE DATA;RICHNESS;agricultural land;aquatic environment;biodiversity;case studies;disturbance;diversity;ecosystems;environmental pollution;erosion;erosion control;eukaryotes;eutrophication;extirpation;farmland;fertilisers;fertilizers;fragmentation;gradients;land use;landscape;nitrogen;plants;pollution;species;species diversity;stress;temperate zones;training,,
rayyan-363932822,"Trace metal levels, sources, and ecological risk assessment in a densely agricultural area from Saudi Arabia.",2017,,,Environmental Monitoring and Assessment,,189,6,252-252,"Al-Wabel, M I and Sallam, A S E S and Usman, A R A and Ahmad, Mahtab and El-Naggar, A H and El-Saeid, M H and Al-Faraj, A and El-Enazi, K and Al-Romian, F A",https://www.cabdirect.org/cabdirect/abstract/20173226398,English,Springer,Dordrecht,,"From Duplicate 1 (Trace metal levels, sources, and ecological risk assessment in a densely agricultural area from Saudi Arabia - Al-Wabel, M I; Sallam, A S; Usman, A R A; Ahmad, M; El-Naggar, A H; El-Saeid, M H; Al-Faraj, A; El-Enazi, K; Al-Romian, F A)     Times Cited in Web of Science Core Collection: 22     Total Times Cited: 23     Cited Reference Count: 55     From Duplicate 2 (Trace metal levels, sources, and ecological risk assessment in a densely agricultural area from Saudi Arabia. - Al-Wabel, M I; Sallam, A E S; Usman, A R A; Ahmad, Mahtab; El-Naggar, A H; El-Saeid, M H; Al-Faraj, A; El-Enazi, K; Al-Romian, F A)     Author Affiliation: Soil Sciences Department, College of Food and Agricultural Sciences, King Saud University, P.O. Box 2460, Riyadh 11451, Saudi Arabia.     Author Email: malwabel@ksu.edu.sa | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Soil,Field,Health,Saudi Arabia,Contamination",10.1007/s10661-017-5919-1 WE  - Science Citation Index Expanded (SCI-EXPANDED),ACCUMULATION;Agrochemicals;Anthropogenic source;Asia;CADMIUM;CROP UPTAKE;Chordata;HEAVY-METALS;Hominidae;Homo;LONG-TERM IRRIGATION;Middle East;Mn;PHOSPHORUS FERTILIZERS;POLLUTION;Pollution;Principal component analysis;SEDIMENT;SOILS;Saudi Arabia;Soil quality;WASTE-WATER;West Asia;agricultural chemicals;agrochemicals;analysis;animals;assessment;cadmium;chromium;cobalt;contamination;copper;effects;enrichment;environmental assessment;environmental pollution;eukaryotes;fertilisers;fertilizers;high income countries;human activity;iron;lead;mammals;man;manganese;metals;microelements;monitoring;nickel;pollution;primates;principal component analysis;risk assessment;soil;soil fertility;soil quality;trace elements;vertebrates;very high Human Development Index countries;zinc;Risk Assessment,,
rayyan-363932823,Developing and quantifying indicators of organic farming using analytic hierarchy process.,2017,,,ECOLOGICAL INDICATORS,,83,,103-111,"Sajadian, M and Khoshbakht, K and Liaghati, H and Veisi, H and Damghani, A M",https://www.cabdirect.org/cabdirect/abstract/20173319752,English,Elsevier Ltd,Oxford,,"From Duplicate 1 (Developing and quantifying indicators of organic farming using analytic hierarchy process. - Sajadian, M; Khoshbakht, K; Liaghati, H; Veisi, H; Damghani, A M)     Author Affiliation: Agroecology Department, Environmental Sciences Research Institute, Shahid Beheshti University, Tehran, Iran.     Author Email: m_sajadian@sbu.ac.ir     From Duplicate 2 (Developing and quantifying indicators of organic farming using analytic hierarchy process - Sajadian, M; Khoshbakht, K; Liaghati, H; Veisi, H; Damghani, A M)     Times Cited in Web of Science Core Collection: 8     Total Times Cited: 11     Cited Reference Count: 110 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Iran,Field,characterisation,Holistic assessment",10.1016/j.ecolind.2017.07.047 WE  - Science Citation Index Expanded (SCI-EXPANDED) WE  - Social Science Citation Index (SSCI),ADOPTION;AHP;Agroecosystem health;CONVENTIONAL FARMERS;CROP-YIELD;Ecosystem services;FRAMEWORK;METHODOLOGY;MODEL;Organic farming;PART I;PROCESS AHP;Pairwise comparisons;SUSTAINABLE AGRICULTURE;SYSTEMS;agriculture;assessment;comparisons;consumption;eco-agriculture;ecological agriculture;ecology;ecosystem services;ecosystems;failure;farmers;farming;fertilisers;fertilizers;genetic transformation;health;indexes;indicators;literature;monitoring;organic culture;organic farming;pesticides;pests;probability;regulations;reviews;rules;transgenics,,
